threads,run,time_ms
12,6,Sorted correctly
Chase-Lev time: 9383 us
Tasks created: 38778
12,7,Sorted correctly
Chase-Lev time: 9382 us
Tasks created: 38778
12,8,Sorted correctly
Chase-Lev time: 9274 us
Tasks created: 38778
12,9,Sorted correctly
Chase-Lev time: 9825 us
Tasks created: 38778
12,10,Sorted correctly
Chase-Lev time: 9341 us
Tasks created: 38778
12,11,Sorted correctly
Chase-Lev time: 9954 us
Tasks created: 38778
12,12,Sorted correctly
Chase-Lev time: 9263 us
Tasks created: 38778
12,13,Sorted correctly
Chase-Lev time: 9169 us
Tasks created: 38778
12,14,Sorted correctly
Chase-Lev time: 9106 us
Tasks created: 38778
12,15,Sorted correctly
Chase-Lev time: 9905 us
Tasks created: 38778
12,16,Sorted correctly
Chase-Lev time: 9882 us
Tasks created: 38778
12,17,Sorted correctly
Chase-Lev time: 9509 us
Tasks created: 38778
12,18,Sorted correctly
Chase-Lev time: 10008 us
Tasks created: 38778
12,19,Sorted correctly
Chase-Lev time: 9875 us
Tasks created: 38778
12,20,Sorted correctly
Chase-Lev time: 9795 us
Tasks created: 38778
12,21,Sorted correctly
Chase-Lev time: 9498 us
Tasks created: 38778
12,22,Sorted correctly
Chase-Lev time: 9116 us
Tasks created: 38778
12,23,Sorted correctly
Chase-Lev time: 9376 us
Tasks created: 38778
12,24,Sorted correctly
Chase-Lev time: 9164 us
Tasks created: 38778
12,25,Sorted correctly
Chase-Lev time: 10076 us
Tasks created: 38778
12,26,Sorted correctly
Chase-Lev time: 8657 us
Tasks created: 38778
12,27,Sorted correctly
Chase-Lev time: 8407 us
Tasks created: 38778
12,28,Sorted correctly
Chase-Lev time: 9343 us
Tasks created: 38778
12,29,Sorted correctly
Chase-Lev time: 9479 us
Tasks created: 38778
12,30,Sorted correctly
Chase-Lev time: 8950 us
Tasks created: 38778
12,31,Sorted correctly
Chase-Lev time: 8806 us
Tasks created: 38778
12,32,Sorted correctly
Chase-Lev time: 8980 us
Tasks created: 38778
12,33,Sorted correctly
Chase-Lev time: 8851 us
Tasks created: 38778
12,34,Sorted correctly
Chase-Lev time: 8346 us
Tasks created: 38778
12,35,Sorted correctly
Chase-Lev time: 8237 us
Tasks created: 38778
12,36,Sorted correctly
Chase-Lev time: 8237 us
Tasks created: 38778
12,37,Sorted correctly
Chase-Lev time: 8398 us
Tasks created: 38778
12,38,Sorted correctly
Chase-Lev time: 8875 us
Tasks created: 38778
12,39,Sorted correctly
Chase-Lev time: 8716 us
Tasks created: 38778
12,40,Sorted correctly
Chase-Lev time: 8734 us
Tasks created: 38778
12,41,Sorted correctly
Chase-Lev time: 9295 us
Tasks created: 38778
12,42,Sorted correctly
Chase-Lev time: 8229 us
Tasks created: 38778
12,43,Sorted correctly
Chase-Lev time: 8360 us
Tasks created: 38778
12,44,Sorted correctly
Chase-Lev time: 8536 us
Tasks created: 38778
12,45,Sorted correctly
Chase-Lev time: 8801 us
Tasks created: 38778
12,46,Sorted correctly
Chase-Lev time: 8678 us
Tasks created: 38778
12,47,Sorted correctly
Chase-Lev time: 8800 us
Tasks created: 38778
12,48,Sorted correctly
Chase-Lev time: 9117 us
Tasks created: 38778
12,49,Sorted correctly
Chase-Lev time: 9730 us
Tasks created: 38778
12,50,Sorted correctly
Chase-Lev time: 8319 us
Tasks created: 38778
12,51,Sorted correctly
Chase-Lev time: 8389 us
Tasks created: 38778
12,52,Sorted correctly
Chase-Lev time: 9191 us
Tasks created: 38778
12,53,Sorted correctly
Chase-Lev time: 8967 us
Tasks created: 38778
12,54,Sorted correctly
Chase-Lev time: 8816 us
Tasks created: 38778
12,55,Sorted correctly
Chase-Lev time: 8610 us
Tasks created: 38778
12,56,Sorted correctly
Chase-Lev time: 15210 us
Tasks created: 38778
12,57,Sorted correctly
Chase-Lev time: 9256 us
Tasks created: 38778
12,58,Sorted correctly
Chase-Lev time: 9508 us
Tasks created: 38778
12,59,Sorted correctly
Chase-Lev time: 8229 us
Tasks created: 38778
12,60,Sorted correctly
Chase-Lev time: 9211 us
Tasks created: 38778
