threads,run,output
1,6,Sorted correctly
Chase-Lev time: 67020 us
Tasks created: 38778
1,7,Sorted correctly
Chase-Lev time: 66824 us
Tasks created: 38778
1,8,Sorted correctly
Chase-Lev time: 65935 us
Tasks created: 38778
1,9,Sorted correctly
Chase-Lev time: 67614 us
Tasks created: 38778
1,10,Sorted correctly
Chase-Lev time: 66685 us
Tasks created: 38778
1,11,Sorted correctly
Chase-Lev time: 69243 us
Tasks created: 38778
1,12,Sorted correctly
Chase-Lev time: 67084 us
Tasks created: 38778
1,13,Sorted correctly
Chase-Lev time: 69417 us
Tasks created: 38778
1,14,Sorted correctly
Chase-Lev time: 66380 us
Tasks created: 38778
1,15,Sorted correctly
Chase-Lev time: 66432 us
Tasks created: 38778
1,16,Sorted correctly
Chase-Lev time: 69259 us
Tasks created: 38778
1,17,Sorted correctly
Chase-Lev time: 70486 us
Tasks created: 38778
1,18,Sorted correctly
Chase-Lev time: 73583 us
Tasks created: 38778
1,19,Sorted correctly
Chase-Lev time: 69402 us
Tasks created: 38778
1,20,Sorted correctly
Chase-Lev time: 66654 us
Tasks created: 38778
1,21,Sorted correctly
Chase-Lev time: 68956 us
Tasks created: 38778
1,22,Sorted correctly
Chase-Lev time: 69763 us
Tasks created: 38778
1,23,Sorted correctly
Chase-Lev time: 66123 us
Tasks created: 38778
1,24,Sorted correctly
Chase-Lev time: 67327 us
Tasks created: 38778
1,25,Sorted correctly
Chase-Lev time: 67064 us
Tasks created: 38778
1,26,Sorted correctly
Chase-Lev time: 66324 us
Tasks created: 38778
1,27,Sorted correctly
Chase-Lev time: 68520 us
Tasks created: 38778
1,28,Sorted correctly
Chase-Lev time: 69896 us
Tasks created: 38778
1,29,Sorted correctly
Chase-Lev time: 66166 us
Tasks created: 38778
1,30,Sorted correctly
Chase-Lev time: 67391 us
Tasks created: 38778
1,31,Sorted correctly
Chase-Lev time: 65259 us
Tasks created: 38778
1,32,Sorted correctly
Chase-Lev time: 66218 us
Tasks created: 38778
1,33,Sorted correctly
Chase-Lev time: 60597 us
Tasks created: 38778
1,34,Sorted correctly
Chase-Lev time: 59670 us
Tasks created: 38778
1,35,Sorted correctly
Chase-Lev time: 60463 us
Tasks created: 38778
1,36,Sorted correctly
Chase-Lev time: 59273 us
Tasks created: 38778
1,37,Sorted correctly
Chase-Lev time: 60084 us
Tasks created: 38778
1,38,Sorted correctly
Chase-Lev time: 59757 us
Tasks created: 38778
1,39,Sorted correctly
Chase-Lev time: 60218 us
Tasks created: 38778
1,40,Sorted correctly
Chase-Lev time: 59653 us
Tasks created: 38778
1,41,Sorted correctly
Chase-Lev time: 60931 us
Tasks created: 38778
