threads,run,time_ms
12,6,Sorted correctly
Chase-Lev time: 10308 us
Tasks created: 38778
12,7,Sorted correctly
Chase-Lev time: 12708 us
Tasks created: 38778
12,8,Sorted correctly
Chase-Lev time: 10791 us
Tasks created: 38778
12,9,Sorted correctly
Chase-Lev time: 9600 us
Tasks created: 38778
12,10,Sorted correctly
Chase-Lev time: 9425 us
Tasks created: 38778
12,11,Sorted correctly
Chase-Lev time: 9972 us
Tasks created: 38778
12,12,Sorted correctly
Chase-Lev time: 9268 us
Tasks created: 38778
12,13,Sorted correctly
Chase-Lev time: 10610 us
Tasks created: 38778
12,14,Sorted correctly
Chase-Lev time: 9201 us
Tasks created: 38778
12,15,Sorted correctly
Chase-Lev time: 10756 us
Tasks created: 38778
12,16,Sorted correctly
Chase-Lev time: 9167 us
Tasks created: 38778
12,17,Sorted correctly
Chase-Lev time: 8894 us
Tasks created: 38778
12,18,Sorted correctly
Chase-Lev time: 9276 us
Tasks created: 38778
12,19,Sorted correctly
Chase-Lev time: 8744 us
Tasks created: 38778
12,20,Sorted correctly
Chase-Lev time: 9090 us
Tasks created: 38778
12,21,Sorted correctly
Chase-Lev time: 8514 us
Tasks created: 38778
12,22,Sorted correctly
Chase-Lev time: 9189 us
Tasks created: 38778
12,23,Sorted correctly
Chase-Lev time: 8603 us
Tasks created: 38778
12,24,Sorted correctly
Chase-Lev time: 10253 us
Tasks created: 38778
12,25,Sorted correctly
Chase-Lev time: 8587 us
Tasks created: 38778
12,26,Sorted correctly
Chase-Lev time: 8875 us
Tasks created: 38778
12,27,Sorted correctly
Chase-Lev time: 8726 us
Tasks created: 38778
12,28,Sorted correctly
Chase-Lev time: 13765 us
Tasks created: 38778
12,29,Sorted correctly
Chase-Lev time: 9853 us
Tasks created: 38778
12,30,Sorted correctly
Chase-Lev time: 8587 us
Tasks created: 38778
12,31,Sorted correctly
Chase-Lev time: 8836 us
Tasks created: 38778
12,32,Sorted correctly
Chase-Lev time: 8597 us
Tasks created: 38778
12,33,Sorted correctly
Chase-Lev time: 9332 us
Tasks created: 38778
12,34,Sorted correctly
Chase-Lev time: 8439 us
Tasks created: 38778
12,35,Sorted correctly
Chase-Lev time: 9375 us
Tasks created: 38778
12,36,Sorted correctly
Chase-Lev time: 9677 us
Tasks created: 38778
12,37,Sorted correctly
Chase-Lev time: 9809 us
Tasks created: 38778
12,38,Sorted correctly
Chase-Lev time: 9267 us
Tasks created: 38778
12,39,Sorted correctly
Chase-Lev time: 8957 us
Tasks created: 38778
12,40,Sorted correctly
Chase-Lev time: 8583 us
Tasks created: 38778
12,41,Sorted correctly
Chase-Lev time: 9084 us
Tasks created: 38778
12,42,Sorted correctly
Chase-Lev time: 8735 us
Tasks created: 38778
12,43,Sorted correctly
Chase-Lev time: 8347 us
Tasks created: 38778
12,44,Sorted correctly
Chase-Lev time: 10534 us
Tasks created: 38778
12,45,Sorted correctly
Chase-Lev time: 8687 us
Tasks created: 38778
12,46,Sorted correctly
Chase-Lev time: 9713 us
Tasks created: 38778
12,47,Sorted correctly
Chase-Lev time: 8561 us
Tasks created: 38778
12,48,Sorted correctly
Chase-Lev time: 8147 us
Tasks created: 38778
12,49,Sorted correctly
Chase-Lev time: 8994 us
Tasks created: 38778
12,50,Sorted correctly
Chase-Lev time: 9705 us
Tasks created: 38778
12,51,Sorted correctly
Chase-Lev time: 10841 us
Tasks created: 38778
12,52,Sorted correctly
Chase-Lev time: 9627 us
Tasks created: 38778
12,53,Sorted correctly
Chase-Lev time: 9030 us
Tasks created: 38778
12,54,Sorted correctly
Chase-Lev time: 8835 us
Tasks created: 38778
12,55,Sorted correctly
Chase-Lev time: 9284 us
Tasks created: 38778
12,56,Sorted correctly
Chase-Lev time: 9424 us
Tasks created: 38778
12,57,Sorted correctly
Chase-Lev time: 8450 us
Tasks created: 38778
12,58,Sorted correctly
Chase-Lev time: 8482 us
Tasks created: 38778
12,59,Sorted correctly
Chase-Lev time: 9426 us
Tasks created: 38778
12,60,Sorted correctly
Chase-Lev time: 10321 us
Tasks created: 38778
